"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38"
"2100",0.17012,0.6569,0.42029,-0.3396,-0.04152,0.36362,0.08715,0.14647,0.46861,0.06435,1.14166,0.4028,0.15963,0.25508,0.04182,-0.59472,0.29679,-0.2378,-0.68269,-0.24038,0.21496,0.45577,0.93768,0.29003,-0.349,0.05569,-0.49997,0.20515,0.57769,0.43005,0.70222,0.42779,0.5647,-0.10556,0.19129,0.3034,0.69522,0.54343
"2101",-1.25927,0.06558,-0.72237,-1.40715,-0.71322,-1.21719,-1.37386,-1.02967,-1.47649,-0.31909,-1.28137,0.4877,-1.17136,-0.62252,-1.32716,-1.40095,-0.8453,-1.20466,-0.85705,-1.60767,-0.62503,-0.42186,-0.97802,-0.89104,-1.10709,-1.16332,-1.23051,-0.40939,0.23048,1.68299,-0.13324,-0.08524,0.22649,-0.40263,-0.45957,0.97814,1.44484,-0.16563
"2102",-0.13835,-0.12353,-0.24126,-0.21846,0.48108,-0.14913,-0.10767,-0.44634,0.18013,-0.15423,0.10815,-0.6382,-0.03012,-0.07655,0.143,-0.34966,0.06678,-0.12794,0.16339,-1.17126,-1.06221,0.03026,-0.5526,-0.23325,-0.20957,-0.48713,-1.23051,0.13479,0.47568,0.32157,0.48824,0.66135,0.00096,0.10526,-0.49082,0.17639,-0.18325,0.1328
"2103",0.59334,0.66732,0.92329,0.88679,0.68307,0.81937,0.93579,0.91375,0.74141,0.71352,0.9996,0.59895,0.41469,1.09767,0.95417,0.81896,1.31651,1.00241,0.74028,0.82025,0.95276,0.77975,0.92812,0.86744,0.97417,0.56718,1.16762,0.6653,0.83008,0.42085,0.84893,0.59435,0.7646,0.79084,0.83239,0.2046,0.96908,1.31101
"2104",-1.45769,-1.17562,-1.46227,-1.40715,-1.42668,-1.21719,-1.37386,-1.1292,-1.25329,-1.10337,-1.28137,-1.03209,-0.84689,-1.39979,-1.39503,-1.01013,-0.3892,1.11775,-0.69876,-0.53031,-0.39878,-1.12665,-0.85628,-1.48332,-1.25268,-1.27619,-0.33313,-1.27503,-0.80934,-1.17614,-1.26183,-1.34298,-1.47218,-1.34158,-1.22961,-1.39906,-1.34579,-0.99355
"2105",1.08818,0.68356,0.75409,1.19184,1.1921,1.12146,1.07116,1.05499,1.13392,1.21577,1.17048,0.44617,0.79568,1.0277,0.96637,1.32094,0.976,1.1458,1.38439,1.00029,0.95786,1.13025,1.13836,1.04232,0.98337,1.28891,1.3691,0.6414,0.75459,0.75724,0.38506,0.52588,0.20118,0.94904,1.07384,0.45827,0.44808,1.14349
"2106",1.06812,1.4391,0.89666,1.18594,0.49747,1.41558,1.44914,1.17669,0.64239,0.70671,0.17399,1.03192,0.55768,1.2137,0.53683,0.82533,0.94104,1.25947,0.69481,0.89373,1.28599,-0.10871,1.46613,0.44031,1.6495,1.11778,1.58489,0.98942,-0.05898,0.7627,0.19071,1.03945,0.61675,1.40354,0.72048,1.47796,0.71182,1.1058
"2107",-0.07031,-0.61535,0.17525,-0.15708,0.41496,0.02695,0.30409,-0.9572,0.54069,0.2815,0.00928,-0.62533,-0.10792,0.44126,0.29033,0.12912,1.02429,0.19509,-0.18149,0.51732,0.41155,-1.12665,0.12644,0.2627,-0.10977,-0.05063,-0.13665,-0.00363,0.27249,0.39898,0.16565,0.05067,-0.58807,0.08816,-0.11542,-0.19684,-0.49571,-0.65161
"2108",1.48904,0.41432,0.44975,1.49935,1.28938,0.44917,1.16874,0.45091,0.62314,0.29229,0.06007,0.83154,1.04667,0.65886,1.50571,1.27861,1.36796,0.26031,0.39246,1.02879,0.63319,-0.44939,0.67463,1.19347,0.713,1.13761,1.3534,0.38849,0.2811,0.73927,0.83271,1.07492,0.40493,0.7021,0.83587,0.79369,-1.34579,-0.09057
"2109",-0.32076,-0.18462,0.06329,-0.50347,0.16438,-0.4045,-0.88937,-0.5332,0.26878,-0.11169,1.03112,-0.10012,-0.1274,0.02954,0.03313,-0.28028,0.31797,-0.51358,0.22497,-0.40987,-1.06221,0.07687,-0.34129,-0.13465,-0.14279,-1.06276,-0.27318,-0.19687,0.32299,0.65082,-0.2818,0.15527,-0.05817,-0.76877,-0.50453,0.01436,-0.34388,-0.17069
"2110",0.22083,0.24805,0.37579,0.5497,0.64128,0.27869,0.65711,0.37744,0.5157,0.43744,0.46742,-0.0284,0.49936,0.27337,0.38546,0.09645,0.59599,0.08815,0.26918,0.26702,-0.43979,-0.26004,0.40826,0.40462,0.29373,0.13112,0.29278,0.2994,-0.50568,-0.00733,0.22702,-0.5626,-0.18449,-0.28578,0.34675,-0.07016,-0.20802,0.07661
"2111",-0.64249,0.1967,-0.29087,-0.00225,0.17595,-0.31603,-0.35727,-0.26104,0.01157,-0.3801,0.11979,0.10692,0.34443,-0.05908,-0.07446,-0.36863,0.32881,-0.49038,-0.46504,0.09298,0.17768,-0.23742,-0.16462,0.18834,-1.0094,-0.81372,-0.97588,-0.48645,0.60381,0.28725,0.17288,-0.15018,-0.16929,-0.46717,-0.92391,-0.13471,0.24486,-0.24197
"2112",0.31051,-0.0449,-0.03158,0.47324,0.02268,-0.20357,0.26131,0.18706,0.05343,-0.07368,-0.29579,-0.99399,-0.09097,0.27939,0.14608,-0.56284,-0.65876,-0.12166,0.29629,-0.82107,0.16812,0.11104,-0.02947,0.13471,-0.02706,-0.19054,0.62967,0.04069,-1.08902,0.03475,-0.12066,0.00409,0.33039,0.03483,0.32349,-0.1605,0.02993,0.0995
"2113",-1.45769,-1.3942,-1.46227,-0.77577,-1.38148,-1.21719,-1.37386,-1.36832,-0.85346,-0.78336,-0.87297,-1.03209,-1.36149,-1.39979,-1.39503,-1.02278,-1.25947,-0.9447,-1.24482,-1.60767,-1.06221,-1.12665,-1.20963,-0.91122,-0.46436,-1.27619,-1.23051,-1.43337,-0.63369,-0.98065,-1.26183,-0.95927,-0.51746,-0.47779,-1.22961,0.21061,-1.34579,-0.5119
"2114",-0.25087,-0.59,-1.46227,-0.36397,-0.2794,-0.34459,-0.10526,0.61377,-1.47649,-0.43357,-0.2454,-0.03186,-0.21471,-1.39979,-0.12522,-0.2102,-0.13705,-0.50889,-0.42769,-0.48405,0.11875,-0.65672,-1.09981,-0.16869,0.15021,-0.04818,-0.15757,-0.34384,-0.32915,-0.2861,-1.26183,-1.01285,-0.38187,0.40724,0.40438,-0.74773,-0.74178,-1.32403
"2115",0.991,1.1113,-0.86615,0.04682,0.78295,0.61919,-1.37386,-1.36832,0.08658,0.53301,0.08443,1.10887,0.91572,0.40272,0.91006,0.80424,0.78678,-0.32638,0.28477,0.43247,-0.26238,-1.12665,-1.20963,-0.5445,0.2867,0.98653,-1.23051,0.73432,0.79248,-0.09276,-0.0372,0.43657,-0.2648,-0.38637,0.68192,-0.36054,-0.06521,1.07615
"2116",-0.3343,0.13593,-1.46227,-0.14478,-0.55221,-1.21719,-1.37386,-1.36832,-1.14874,-1.21583,0.37348,-0.38832,-1.36149,-0.35185,0.19972,-1.40095,0.16488,-1.20466,-1.24482,-0.43642,-1.06221,-0.87742,-1.20963,-1.48332,-1.25268,-0.45622,-1.23051,-1.43337,0.00942,-0.68232,-1.26183,-0.98032,-1.47218,-1.34158,-1.22961,-0.51728,0.46181,-0.10462
"2117",-0.46925,0.14687,-0.21747,-0.27848,0.08271,-0.24824,-0.52942,-0.2034,-0.57958,-0.35089,-0.90227,-0.36849,-0.73568,-0.49274,-0.1169,-0.61107,0.21358,-0.30346,-0.77171,-0.24952,-1.06221,-0.21897,-0.20844,-0.24321,-0.30126,-1.27619,-0.94056,-0.08266,-0.71115,0.51864,-0.2017,0.14171,0.14167,-0.89447,-0.59616,0.06151,0.37941,-0.02556
"2118",1.37703,-1.3942,-1.46227,-0.52887,-0.44349,-1.21719,-1.37386,-0.61317,-1.45964,-1.21583,-1.28137,-1.03209,-0.26182,-1.32871,-0.32097,-0.76277,-1.56783,-1.20466,0.19997,-1.35755,-1.06221,-1.12665,-1.20963,-1.06011,-1.25268,-0.67376,-1.23051,-1.43337,-1.08902,-1.29865,-1.26183,-1.44434,-1.47218,-1.34158,-1.22961,-1.39906,-1.34579,-1.32403
"2119",0.41674,-0.12564,-1.46227,-0.65049,-0.55582,-1.21719,-0.68098,-0.13967,-1.47649,-1.21583,-1.28137,-0.30672,1.02139,-0.65493,-0.12313,-0.80735,-1.56783,-1.20466,0.70607,0.15491,0.30619,0.03586,-1.20963,-1.48332,1.35628,1.26683,-0.26637,1.28529,0.09433,1.77163,0.40334,1.5885,0.05484,0.05892,-0.25082,1.03597,1.28588,0.15078
"2120",-0.0185,-0.51803,-1.34707,-0.58185,-0.66313,-0.96653,-0.06073,0.23851,-0.52504,-0.40264,-0.86722,-0.35388,-0.73568,-0.45214,-0.96414,-0.57865,0.26157,-0.18965,-0.24321,-0.97746,-0.90252,-1.12665,-0.92602,-1.04823,-0.27505,-0.75412,0.37701,-0.41235,0.05694,0.3308,-0.54824,-0.21113,-0.15993,-1.11568,-1.22961,-0.21064,-0.34388,-0.13339
"2121",-0.09314,-1.16873,0.41614,0.7864,-0.75714,1.06998,0.74515,1.35424,0.50666,0.36937,0.32259,0.61334,-1.18573,0.25815,-0.16148,0.54583,-0.25914,-1.20466,0.26525,-1.60767,0.68115,-0.099,1.12887,-1.48332,-0.20058,-1.14712,1.21954,0.26483,-1.08902,-0.30569,0.94582,0.22848,0.23594,-1.34158,-1.22961,0.13285,0.73118,0.70288
"2122",0.80395,0.68779,1.10821,0.51285,0.55814,0.43048,0.62471,0.62407,0.80544,0.8758,1.05748,0.46716,0.93237,0.508,0.48189,0.97126,0.74007,-0.03218,0.29054,0.93154,1.19879,0.50647,0.60569,0.62098,0.76389,0.45526,0.1023,0.30615,0.33924,0.07008,0.1267,0.34221,-0.05322,-0.51782,-0.11542,0.34108,0.17464,0.51529
"2123",-1.45769,0.27399,-1.46227,0.06066,0.86612,0.05566,-1.37386,-0.55162,0.58856,-1.21583,0.35138,-0.52234,-1.16426,-1.39979,1.03177,-1.40095,-1.06609,0.49922,0.20628,0.71876,-0.35526,-0.08939,-1.20963,0.70841,0.01877,0.00866,-0.47849,0.42703,0.15021,0.82923,0.70619,-1.44434,-1.47218,-1.34158,0.31363,0.87503,0.32466,-1.32403
"2124",-0.45048,-0.40103,-0.47039,0.40914,0.39313,-0.37782,-1.37386,-1.36832,-1.47649,0.25025,-1.28137,0.33387,0.38823,-0.21672,0.5792,0.62632,0.31432,0.10558,0.49236,0.11088,-1.06221,-0.93775,-1.20963,-0.73507,0.5517,0.07727,-1.23051,1.39015,2.18299,2.11036,1.18947,1.68223,1.57629,1.75462,1.05371,1.82829,1.4571,1.22814
"2125",0.26176,-0.70416,-0.51714,-1.40715,-1.42668,-1.21719,-0.92911,-0.69646,-0.61282,-1.21583,-1.13151,-1.03209,-0.14285,-0.54982,-1.36044,-1.10241,-0.2239,-1.15769,0.24733,-0.60503,-0.49253,-0.47775,-0.1354,-1.48332,-0.33511,0.11488,-0.66066,-0.44865,-0.80934,-0.87536,-1.26183,-0.7936,-0.39892,-0.39609,-0.49082,-0.53765,-0.41644,-0.38443
"2126",0.48768,-0.05851,0.51054,0.56931,0.32577,0.29157,1.02366,0.77561,-0.41808,-0.24571,-0.06319,0.46716,-0.13178,-1.39979,0.11956,0.25953,-0.46833,-0.29969,0.31332,-1.38183,-0.19215,0.56746,0.98108,-0.35747,-0.57805,-0.63146,0.50057,-0.30087,-0.45241,-0.24134,0.61214,0.35904,0.76776,0.25436,0.42226,-1.39906,-0.15058,-0.06536
"2127",0.8889,0.70698,0.9715,0.77547,0.59648,0.67886,1.12541,1.14948,0.90473,1.13003,0.50469,0.59532,0.40636,0.78937,0.57449,1.06446,1.02231,0.48933,1.02377,0.44626,-0.09757,0.4303,0.74029,0.80244,0.58296,1.00233,1.04846,0.78662,0.66396,0.64693,0.99024,1.05599,0.97615,0.89585,1.08286,0.65234,0.96268,0.87759
"2128",-1.45769,-1.3942,-1.46227,-1.40715,-1.42668,-1.21719,-1.37386,-1.36832,-1.47649,-1.21583,-1.28137,-1.03209,-0.77122,-1.39979,-1.39503,-1.40095,-1.56783,-1.20466,-1.24482,-1.60767,-1.06221,-1.12665,-1.20963,-1.48332,-1.25268,-1.27619,-1.23051,-1.43337,-1.08902,0.41879,-1.26183,-1.44434,-1.47218,-1.34158,-1.22961,-1.39906,-1.30388,-1.32403
"2129",0.05055,0.04839,0.24352,0.26451,0.48931,-0.05426,0.22157,0.19201,0.32995,0.02459,-0.04683,-0.97548,0.57564,0.39216,0.09386,0.25458,1.29873,-0.57665,0.14344,0.49554,0.372,0.06611,-0.12269,0.5056,-0.68224,-0.25548,-0.0546,-0.02275,-0.50568,-0.00217,-0.01916,0.31008,0.42966,0.47002,0.23953,0.0456,-0.20346,-0.0631
"2130",-1.07147,-0.69206,-0.35834,-0.771,-0.06892,-1.21719,-0.31726,-0.25028,-0.33633,-0.6156,-0.76954,-1.03209,-0.84197,-0.81185,-1.12385,-0.7202,0.2518,-1.20466,-0.82569,-0.20048,-1.06221,-0.39071,-0.76026,-0.66193,-0.60995,-0.05063,-0.38553,-0.11844,-1.08902,-1.06326,-0.46736,-0.4647,-0.41883,-0.59138,-0.69735,-0.4121,-1.1541,-1.05204
"2131",-1.45769,1.31034,-1.3865,-0.39216,-1.42668,-1.21719,-0.81976,-1.36832,-1.47649,0.15579,0.89868,1.76711,-0.36148,-0.1148,0.89112,-0.21834,-1.51061,-0.75217,0.32635,-0.38236,-1.06221,-1.12665,-1.20963,-0.20401,1.28761,-0.05801,-1.23051,1.08469,2.91124,0.198,-1.26183,-0.86088,0.38837,-0.95841,-1.22961,0.0952,-0.86015,-0.94455
"2132",-0.57987,-0.26248,-0.21321,-0.06518,0.19546,0.03421,0.13846,-0.85309,0.12109,0.43438,0.12171,-0.83098,0.49071,0.00968,0.15677,1.06517,0.34921,-0.79524,-0.04947,0.28707,-0.6423,-1.02751,0.13373,-0.11262,-0.6478,-0.41533,-0.89323,-0.40057,-1.08902,-0.46666,-0.25236,-0.3367,-1.14137,-0.78357,-1.22961,-0.55854,-0.83608,-0.62608
"2133",-0.57631,-0.83997,-0.91195,-0.00435,-0.61948,-1.21719,-1.37386,-0.38855,-0.55619,0.09142,-0.27173,-1.03209,-0.69734,-0.71454,-0.60116,-0.45901,-0.2978,-1.20466,-1.24482,-1.53014,-1.06221,0.15394,-0.29873,-0.19208,-1.25268,-0.36578,-0.71365,-1.43337,-1.08902,0.02318,-1.26183,-1.44434,-1.47218,-0.15675,-0.07319,-0.451,0.46703,-1.32403
"2134",1.3471,0.68441,1.59161,0.58178,-0.37255,1.03373,1.28295,0.89417,0.68901,0.96083,1.81302,1.19599,1.44859,0.65886,0.85748,0.6517,0.18,1.89653,0.22703,1.08057,0.44946,0.73799,0.86073,0.94953,0.5166,0.57964,1.06182,-0.18524,0.63364,-0.22096,1.51449,1.12029,1.04339,1.09544,1.07203,1.4141,0.96151,1.11874
"2135",0.25025,-0.52463,0.35601,0.4745,-0.21209,-0.46441,0.45532,0.73119,0.24438,-0.00701,0.12555,-0.35388,-0.15631,0.11935,-0.46215,0.05448,0.12927,0.40992,-0.05496,-0.88541,0.41523,0.48234,0.27546,0.4535,-0.60072,0.15299,0.86007,-0.06427,-0.21663,-0.3809,0.6922,0.49265,0.59073,0.19829,0.7981,0.16382,0.11714,0.09762
"2136",0.44647,1.10973,0.58727,0.41184,1.15745,1.1773,0.22999,0.23538,1.06345,1.18784,1.12341,1.09483,0.91841,0.66973,1.11291,1.28366,0.89176,0.76047,0.83502,0.99533,0.19418,0.42475,0.51035,0.93823,1.08563,1.49453,-1.14925,0.88014,1.61597,1.23263,0.77123,0.55505,0.38047,0.73012,0.89535,1.13924,1.23545,1.24852
"2137",-0.1252,0.25495,0.11595,0.35048,-0.5379,0.34483,0.45269,0.69117,0.36777,0.28331,0.58766,0.55824,-0.31972,-0.10794,-0.60476,-0.16793,0.58478,0.13476,-0.01714,-0.55224,0.27891,-0.07672,0.20606,-0.17798,0.4256,0.17051,0.65809,0.2492,0.15513,0.2245,0.36785,0.38255,0.38837,0.31921,0.27523,0.0456,0.1524,0.42389
"2138",0.44764,0.00934,0.43869,0.49202,-0.07968,0.31681,0.97738,1.15579,0.33198,0.39529,0.04555,0.10692,-0.0994,0.40925,-0.19477,0.5274,0.50631,0.5378,0.34286,-0.0178,0.13135,0.4718,0.9217,0.17721,0.45547,0.29815,1.15568,0.46964,0.62033,0.13215,0.33991,0.38139,0.6493,0.59285,0.9051,0.21061,0.73805,1.27311
"2139",-0.32076,1.50683,-1.46227,-0.00435,0.43381,-0.76365,-1.37386,-1.36832,-0.44548,0.46894,0.13507,1.32522,-0.14507,-1.08903,-0.26291,-0.62352,-0.03589,-1.20466,-1.24482,-1.60767,-1.06221,0.0715,-0.314,-1.48332,1.36954,-1.27619,-1.23051,-0.30349,-0.68059,1.61861,-1.26183,-1.44434,0.46815,-0.64109,-0.55168,-0.63441,0.50572,1.03212
"2140",0.23713,0.04665,0.21658,0.18373,0.46318,-0.10889,0.16938,0.36255,0.10798,0.03647,0.32259,-0.14976,-0.11652,0.02757,0.06738,0.41972,0.12813,-0.06994,-0.11467,-0.04952,-0.88722,0.46115,0.39169,0.19149,-0.06234,0.00636,0.10916,-0.23023,0.09433,-0.04081,0.082,0.07554,0.09313,0.10149,-0.16929,0.02341,0.04368,0.19763
"2141",1.06752,0.91685,0.78942,0.50677,0.88465,-1.05571,0.67497,0.62917,0.8147,1.11335,0.90193,0.9175,1.07012,1.18209,1.03626,1.56511,0.99377,1.64059,1.50549,1.00521,1.09017,1.10339,0.69249,0.53988,1.08189,1.30316,1.17279,1.14237,0.89548,1.07604,0.79759,0.809,1.08895,1.04358,1.01791,0.81825,0.79392,1.04349
"2142",-0.13175,1.18594,0.7084,-0.79024,-0.33473,0.06969,-0.72188,-1.36832,0.41785,0.93276,1.13666,-0.293,-0.40233,0.58543,-0.68379,0.0212,0.99866,-0.16318,0.13444,-0.30008,-0.24337,-0.48739,0.5831,-0.03135,-1.25268,-0.2195,-0.35523,-0.00174,0.02082,0.53581,0.02863,0.14323,-0.46274,0.13125,-0.10316,0.22838,-0.36556,0.33103
"2143",0.47415,0.39926,0.65863,0.47703,0.44738,0.4599,0.164,0.54941,0.52546,0.02698,0.38505,0.06702,0.29157,0.54133,0.36891,0.17881,0.36484,-0.04943,0.01414,-0.19473,-0.92596,-0.18665,0.18791,0.54205,-0.13442,-0.29611,0.43519,0.2994,-0.03162,-0.27887,0.31722,0.43657,-0.09364,-0.50306,-0.02427,-0.37981,0.14182,-0.0234
"2144",-0.13835,0.25219,-0.1517,-0.07194,0.11309,0.14756,0.35385,0.27977,-0.00637,0.22752,0.83365,0.3267,-0.15857,0.15606,-0.02647,0.3915,0.20531,-0.42396,-0.10882,0.30276,1.05244,0.64705,0.29206,0.36491,-0.17123,-0.27714,0.1023,0.52211,0.11504,0.25017,0.24381,0.43657,0.36241,1.18127,0.51835,0.3613,-0.34656,0.90356
"2145",0.64855,0.26316,0.72973,0.77363,0.25916,0.75288,0.96448,0.9025,0.54544,0.79255,0.60811,0.51376,0.44611,0.49976,0.15677,0.63078,0.45376,0.69047,0.49236,-0.38055,0.20809,0.67739,0.78336,0.48165,0.40566,0.56718,1.11346,0.69389,-0.03462,0.59282,0.78768,0.96036,1.01684,0.77013,0.85534,0.58113,0.65183,0.75463
"2146",-0.69746,-0.61535,-0.22604,-0.6589,-0.54146,-0.24824,-0.97062,-0.15159,-0.33633,-0.49453,-0.5634,-0.75505,-0.44515,-0.38204,-0.36923,-0.42792,0.14056,-0.7704,-1.24482,-1.29983,0.22631,-0.13845,-0.61875,-0.73507,-1.05321,-0.31223,-0.15757,-0.94502,-0.63369,-0.67067,-0.98014,-0.15651,-0.59732,-1.14473,-0.92391,-0.59246,-0.95829,-1.32403
"2147",0.45695,0.36229,0.17388,0.55898,0.25313,0.27498,0.68223,0.36119,0.07016,-0.62523,-0.34271,0.71176,-0.32244,1.177,0.2598,0.04626,0.75049,-0.32253,0.04937,-0.42684,-1.06221,0.51663,0.12887,0.60794,0.34809,0.22479,0.02835,0.63109,0.32299,0.43411,0.66353,0.84983,0.66655,0.8619,0.97274,0.95988,0.60435,0.43827
"2148",-1.45769,-1.3942,-1.46227,-1.40715,-1.32169,-0.8787,-0.24205,-1.0814,-0.495,-0.31563,-1.28137,-1.03209,-1.36149,-1.39979,-1.39503,-1.40095,-1.50275,-1.20466,-1.24482,-1.60767,-1.06221,0.72184,-1.20963,-1.48332,-1.25268,-1.27619,-1.23051,-0.64792,-1.08902,-0.40013,-1.26183,-1.44434,-0.65171,-1.27116,-1.01292,-1.39906,-0.79893,-1.32403
"2149",0.61504,0.24527,0.81484,0.56358,0.58175,0.42733,0.71372,0.90777,0.80311,0.61456,0.4502,-0.20621,0.47203,0.66776,0.64791,0.71181,1.13883,0.52031,0.52296,0.98229,1.13818,0.54811,0.3954,0.81467,-0.07267,0.60287,1.06678,0.45832,0.14526,-0.21873,0.12859,0.45173,0.47351,0.71089,0.75127,0.22132,-0.10684,0.42784
"2150",0.95326,0.70035,0.80155,0.86788,0.7666,0.9691,0.81311,0.9574,0.85241,0.80286,0.80969,0.23627,0.50793,0.48188,0.58202,0.64185,1.00635,0.33705,0.45913,0.46875,-0.81433,0.74331,1.26539,0.82514,0.49994,0.82118,0.51697,0.66075,-0.04977,0.2763,0.85399,0.71172,0.39132,0.74334,0.81006,0.52649,0.12803,0.69802
"2151",-1.45769,-1.3942,-1.46227,-1.40715,-1.42668,-1.21719,-1.37386,-1.36832,-1.47649,-1.21583,-1.28137,-1.03209,-1.36149,-1.39979,-1.39503,-1.40095,-1.56783,-1.20466,-1.24482,-1.60767,-1.06221,-1.12665,-1.20963,-1.48332,-1.25268,-1.27619,-1.23051,-1.43337,-1.08902,-1.29865,-1.26183,-1.44434,-1.47218,-1.34158,-1.22961,0.63097,-1.34579,-1.32403
"2152",-0.57987,-0.07034,-0.66374,-0.58967,-0.02914,0.26186,-0.63753,-1.36832,-0.77909,-0.06574,-0.3268,0.19045,-0.34454,-1.04396,-0.20844,-0.50951,0.52359,-0.25559,0.12991,-0.05192,-0.32598,-0.90711,-0.19135,-0.83769,0.19603,0.28292,-1.23051,-0.31142,-0.06829,-1.11446,-0.18812,0.34946,0.35324,-0.60356,-1.22961,-0.32557,0.11558,0.32076
"2153",0.36195,-0.33975,0.24478,-0.21846,-0.2096,0.27869,-0.11978,0.29459,-0.11416,0.19831,-0.04221,-0.03186,-0.25674,-0.22187,-0.77496,-0.30683,0.24983,-0.7704,-0.38007,-0.04713,-0.8428,0.42103,0.45284,-0.15265,0.00454,0.1877,0.70887,-0.22781,-0.25012,-0.04803,0.05571,0.09815,0.53121,0.54521,0.10188,0.22485,-0.02551,-0.24472
"2154",0.55979,-0.21448,0.69565,0.38306,-0.0604,-0.76365,0.7057,0.90476,-0.07888,0.44655,0.55609,-0.78472,0.24974,-0.45878,-0.1993,0.44172,0.28174,0.51548,0.19149,0.0105,-1.06221,0.80619,0.68976,0.49541,0.13372,0.58212,0.80509,0.47077,0.20758,-0.7224,0.53628,0.73078,0.86227,0.47002,0.05389,0.35125,0.1554,0.65924
"2155",0.65604,0.4074,0.82729,0.24858,0.58069,0.42733,0.70267,0.25247,0.24551,0.05515,-0.02623,0.00223,0.87866,0.75597,0.77937,0.63965,0.43259,-0.78274,0.18722,0.06744,-0.86474,-0.76067,0.63067,0.86207,-1.20743,0.74781,0.58124,-0.00742,-0.72998,-0.1141,1.0074,0.98731,-0.00679,-0.07754,-0.25082,-0.02127,-0.13156,-0.77633
"2156",-1.45769,-0.06836,0.11595,-0.02563,0.71666,0.20747,0.4658,0.49797,0.26659,0.48647,-0.57577,-1.03209,0.61144,-0.2832,0.42216,0.19832,0.13719,-0.98983,0.15899,0.81198,-0.55375,-1.12665,-0.04683,0.5539,0.05115,0.25519,-1.05859,-1.43337,-1.08902,-0.30075,0.24214,0.34946,-1.47218,-0.66262,0.17085,-1.31235,-0.46128,-0.30745
"2157",0.42276,0.52636,0.54078,0.56128,0.36811,0.88913,0.84576,1.08327,0.95938,0.91022,0.8354,0.81282,0.30105,0.75238,0.11798,0.32166,0.30144,-0.10003,0.50472,0.57491,1.19879,-0.20447,0.98511,0.74663,0.4844,0.68151,0.81268,0.61205,0.67385,0.27015,0.3218,0.47713,0.6594,0.64023,1.00633,0.38493,0.47841,0.94601
"2158",-1.2016,0.36836,-0.03852,-1.40715,-0.76617,-0.21928,-1.10054,-1.36832,-0.42299,0.22752,0.26374,-0.88791,-0.73134,-0.74585,-0.48385,-1.40095,-0.7896,-0.87388,-1.24482,-1.60767,-1.06221,-0.88476,-0.44559,-1.25907,-1.25268,-1.27619,-1.23051,-0.46735,-0.12615,-0.25521,-0.06965,0.05235,-0.89873,-0.54042,-1.22961,-0.14935,-0.27204,-0.33138
"2159",-0.38478,-0.57935,-0.03852,-0.04081,-1.30529,0.28607,-0.67654,0.17541,0.0743,-0.27172,-0.24252,-1.03209,-0.80824,-0.37288,-1.39503,-0.97924,-0.27549,-0.50423,-0.90276,-0.98499,-0.60809,-0.68018,0.24787,-0.01355,-0.12613,-0.22244,0.48693,0.29395,-1.08902,-0.03901,0.09388,-0.09114,-0.10056,-0.0459,-0.16279,-0.2833,0.35366,-0.57311
"2160",1.31159,0.88571,1.36031,1.09076,0.55596,1.36351,1.81145,1.61747,1.60153,0.88335,0.99594,1.3827,0.86025,0.89064,0.82891,1.09087,1.45548,1.17388,0.96299,0.58376,1.04137,1.368,1.4569,1.05558,1.23016,0.90407,1.72328,1.15835,1.04655,0.85393,1.06635,0.99553,1.16388,-0.10319,1.63063,1.03286,1.06924,1.35591
"2161",-0.08061,-0.45453,0.11887,-0.39535,-0.4467,-1.21719,-0.73122,0.31062,-0.30356,-1.21583,-1.28137,-1.03209,-0.0994,-0.25603,0.4692,-0.33722,-0.3383,-1.0701,0.21047,0.67177,-0.94193,-0.50205,-0.1386,-0.06591,1.02325,-0.03364,-1.23051,-0.60662,-0.71115,-1.29865,-0.33418,-0.22019,0.89615,-0.65827,-0.96001,-0.71427,0.83015,-0.17324
"2162",-0.53131,-0.89365,-0.6324,-0.75682,-0.0149,-1.21719,-1.37386,-0.93427,0.17404,-1.21583,0.49964,-1.03209,-0.18853,-0.40377,0.16433,-0.69284,-0.3207,-1.04531,-0.26699,0.21679,-0.23588,-0.33132,-0.34924,-0.40977,-0.6624,0.11283,-1.23051,-0.70334,-0.81627,-1.10789,-0.65514,-1.44434,-0.10404,-1.01427,-1.22961,-0.48348,-0.79893,0.11815
"2163",-0.30741,-0.03722,-0.02986,-0.02563,-0.94605,0.02695,-0.01604,-0.27741,0.08658,-0.32257,-1.28137,-0.4557,-0.34734,0.11935,-0.27769,0.15888,0.46301,-0.0909,-0.22658,0.03246,0.2725,-0.54741,0.0686,-0.73507,-0.92102,-0.06296,0.37013,-0.24491,0.36504,0.04616,-0.37309,-0.07939,-0.22975,0.02461,0.00884,-0.03082,-0.85528,-0.11173
"2164",-1.45769,-1.3942,-1.46227,-1.40715,-0.02301,-1.21719,-1.37386,-1.36832,-1.47649,-1.21583,-1.28137,0.95464,0.38579,-1.39979,0.05384,-1.40095,-1.56783,-1.20466,0.61206,-0.36983,-0.50746,-1.12665,-1.20963,-1.48332,0.41645,0.92133,-1.23051,-1.43337,-1.08902,-1.29865,-1.26183,-1.44434,-1.47218,-1.34158,-1.22961,-1.39906,-1.34579,-1.32403
