"","V1","V2","V3"
"2359","5426","RPS26 Ribosomal protein S26","U60061_at"
"2360","5431","BTG2 (BTG2) mRNA","U72649_at"
"2361","5435","Macrophage-derived chemokine precursor (MDC) mRNA","U83171_at"
"2362","5436","KH type splicing regulatory protein KSRP mRNA","U94832_at"
"2363","5439","HPV16 E1 protein binding protein mRNA","U96131_at"
"2364","5442","INSR Insulin receptor","X02160_at"
"2365","5445","GNB1 Guanine nucleotide binding protein (G protein), beta polypeptide 1","X04526_at"
"2366","5447","COL4A2 Collagen, type IV, alpha 2","X05610_at"
"2367","5449","CD20 RECEPTOR","X07203_at"
"2368","5450","Hnrnp a1 protein gene extracted from Human gene for heterogeneous nuclear ribonucleoprotein (hnRNP) core protein A1","X12671_rna1_at"
"2369","5455","HGF Hepatocyte growth factor (hepapoietin A; scatter factor)","X16323_at"
"2370","5463","ECP gene for eosinophil cationic protein","X55990_rna1_at"
"2371","5464","HLA-E MHC class I antigen HLA-E","X56841_at"
"2372","5465","GL105 gene (histone H2B) extracted from H.sapiens genes for histones H2B.1 and H2A","X57985_rna2_at"
"2373","5466","GATA3 GATA-binding protein 3","X58072_at"
"2374","5467","ZFX Zinc finger protein, X-linked","X59739_at"
"2375","5471","RETINOIC ACID RECEPTOR RXR-BETA","X65463_at"
"2376","5472","HETEROGENOUS NUCLEAR RIBONUCLEOPROTEIN U","X65488_at"
"2377","5478","HNRPK Heterogeneous nuclear ribonucleoprotein K","X72727_at"
"2378","5479","Transcriptional activator hSNF2a","X72889_at"
"2379","5480","HPTPA mRNA","X73478_at"
"2380","5482","IMMEDIATE-EARLY RESPONSE PROTEIN NOT","X75918_at"
"2381","5484","MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN 1","X78338_at"
"2382","5488","EUKARYOTIC PEPTIDE CHAIN RELEASE FACTOR SUBUNIT 1","X81625_at"
"2383","5489","MN1 mRNA","X82209_at"
"2384","5498","APP Amyloid A4 protein of Alzheimer's disease","Y00264_at"
"2385","5499","B4B","Y07909_at"
"2386","5501","TOP2B Topoisomerase (DNA) II beta (180kD)","Z15115_at"
"2387","5506","COL1A1 Collagen, type I, alpha 1","Z74615_at"
"2388","5518","Protein encoded by a candidate gene, DXS6673E, for mental retardation","X95808_s_at"
"2389","5521","Galectin","Z49107_s_at"
"2390","5523","A-589H1.2 from  Homo sapiens Chromosome 16 BAC clone CIT987-SKA-589H1  ~complete genomic sequence, complete sequence./ntype=DNA /annot=mRNA","AC002045_xpt2_s_at"
"2391","5533","CYP3A7 Cytochrome P450 IIIA7 (P450-HFLa)","D00408_s_at"
"2392","5536","PrP gene, exon 2","X83416_s_at"
"2393","5537","MACROPHAGE INFLAMMATORY PROTEIN 1-ALPHA PRECURSOR","M23178_s_at"
"2394","5540","ELASTASE IIIA PRECURSOR","M18700_s_at"
"2395","5541","ANX6 Annexin VI (p68)","Y00097_s_at"
"2396","5542","T-CELL ANTIGEN CD7 PRECURSOR","M37271_s_at"
"2397","5543","T-CELL ANTIGEN CD7 PRECURSOR","D00749_s_at"
"2398","5544","PRPS1 Phosphoribosyl pyrophosphate synthetase 1","X15331_s_at"
"2399","5545","FACL1 Long chain fatty acid acyl-coA ligase","L09229_s_at"
"2400","5547","Zinc finger homeodomain protein (ATBF1-A) mRNA","L32832_s_at"
"2401","5549","MPZ Myelin protein zero (Charcot-Marie-Tooth neuropathy 1B)","D10537_s_at"
"2402","5552","PROBABLE G PROTEIN-COUPLED RECEPTOR LCR1 HOMOLOG","L06797_s_at"
"2403","5554","PTPN7 Protein tyrosine phosphatase, non-receptor type 7","D11327_s_at"
"2404","5556","AMPD3 Adenosine monophosphate deaminase (isoform E)","D12775_s_at"
"2405","5559","PKLR Pyruvate kinase, liver","M15465_s_at"
"2406","5560","SDC4 Syndecan 4 (amphiglycan, ryudocan)","D79206_s_at"
"2407","5561","Transcription Factor E4tf1, Respiratory, Gamma 2 Subunit, Alt. Splice 4","HG1686-HT4572_s_at"
"2408","5563","KIAA0006 gene","D13631_s_at"
"2409","5566","Fatty acids omega-hydroxylase (cytochrome P-450HKV)","D13705_s_at"
"2410","5569","Carboxyl Methyltransferase, Aspartate, Alt. Splice 1","HG1400-HT1400_s_at"
"2411","5570","Peptide Yy","HG2348-HT2444_s_at"
"2412","5574","CREM CAMP responsive element modulator","D14826_s_at"
"2413","5575","CREM CAMP responsive element modulator","S68271_s_at"
"2414","5577","GB DEF = Ltk mRNA","X52213_s_at"
"2415","5578","PROBABLE PROTEIN DISULFIDE ISOMERASE ER-60 PRECURSOR","Z49835_s_at"
"2416","5579","Transformation-Related Protein","HG4541-HT4946_s_at"
"2417","5585","Drebrin E","U00802_s_at"
"2418","5593","Transcriptional activator hSNF2b","D26156_s_at"
"2419","5596","KIAA0007 gene, partial cds","D87716_s_at"
"2420","5598","PTGS2 Prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)","L15326_s_at"
"2421","5599","Cyclooxygenase-2 (hCox-2) gene","D28235_s_at"
"2422","5600","IARS Isoleucine-tRNA synthetase","D28473_s_at"
"2423","5602","PBX2 mRNA","X59842_rna1_s_at"
"2424","5604","Ras GTPase-activating-like protein (IQGAP1) mRNA","D29640_s_at"
"2425","5606","GB DEF = Inducible nitric oxide synthase gene, promoter and exon 1","D29675_s_at"
"2426","5607","TEC gene extracted from Human protein tyrosine kinase TEC (tec) gene, partial cds, and tyrosine kinase TXK (txk) gene","U34380_rna1_s_at"
"2427","5614","ZNF33B gene","X68688_rna1_s_at"
"2428","5617","DRPLA Dentatorubral-pallidoluysian atrophy","D31840_s_at"
"2429","5621","Transcription Factor Iiia","HG4312-HT4582_s_at"
"2430","5625","MCM3 Minichromosome maintenance deficient (S. cerevisiae) 3","X62153_s_at"
"2431","5626","TBXA2R Thromboxane A2 receptor","U27325_s_at"
"2432","5629","DNA-DIRECTED RNA POLYMERASE II 23 KD POLYPEPTIDE","D38251_s_at"
"2433","5632","GB DEF = PMS2 related (hPMSR2) gene","U38964_s_at"
"2434","5635","RING3 PROTEIN","D42040_s_at"
"2435","5636","RING3 PROTEIN","Z84497_s_at"
"2436","5637","Very-long-chain acyl-CoA dehydrogenase (VLCAD)","D43682_s_at"
"2437","5639","MacMarcks mRNA","X89109_s_at"
"2438","5642","CALM1 Calmodulin 1 (phosphorylase kinase, delta)","M19311_s_at"
"2439","5646","LEP Leptin (murine obesity homolog)","D49487_s_at"
"2440","5648","GB DEF = HLA-B null allele mRNA","D49824_s_at"
"2441","5649","GB DEF = Integral membrane protein (NRAMP1) gene, exon 5","L38593_s_at"
"2442","5650","GB DEF = Histone deacetylase HD1 mRNA","U50079_s_at"
"2443","5655","KIAA0139 gene","U58046_s_at"
"2444","5657","DAGK4 Diacylglycerol kinase delta","D63479_s_at"
"2445","5661","GCN5-like 1","S82447_s_at"
"2446","5662","TIAL1 TIA1 cytotoxic granule-associated RNA-binding protein-like 1","M96954_s_at"
"2447","5664","Suppressor for yeast mutant","Y10807_s_at"
"2448","5665","Ras homologue enriched in brain (RHEB) gene, Ras-related GTP binding protein gene","D78132_s_at"
"2449","5666","YWHAH Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide","D78577_s_at"
"2450","5667","KIAA0162 gene","D79984_s_at"
"2451","5668","SB1.8/DXS423E","S78271_s_at"
"2452","5671","HXC-26 mRNA","D83260_s_at"
"2453","5672","Myc-associated zinc-finger protein of human islet","D85131_s_at"
"2454","5676","SHPS-1","D86043_s_at"
"2455","5677","SHPS-1","Y10375_s_at"
"2456","5683","Allograft inflammatory factor-1 (AIF-1) mRNA","U19713_s_at"
"2457","5684","KIAA0203 gene","Z35085_s_at"
"2458","5687","SMCY (H-Y) mRNA","U52191_s_at"
"2459","5688","CD24 signal transducer mRNA and 3' region","L33930_s_at"
"2460","5695","LRP1 ATL-derived PMA-responsive (APR) peptide","D90070_s_at"
"2461","5696","GNAZ Guanine nucleotide binding protein (G protein), alpha z polypeptide","J03260_s_at"
"2462","5698","Non-Specific Cross Reacting Antigen (Gb:D90277), Alt. Splice Form 2","HG1728-HT1734_s_at"
"2463","5703","G6PD gene (glucose-6-phosphate dehydrogenase) extracted from H.sapiens G6PD gene for glucose-6-phosphate dehydrogenase","X55448_cds1_s_at"
"2464","5704","Heterogeneous Nuclear Ribonucleoprotein A/B","HG110-HT110_s_at"
"2465","5705","Collagen, Type Vi, Alpha 2, Alt. Splice 2","HG1140-HT4817_s_at"
"2466","5708","Small Nuclear Ribonucleoprotein, Polypeptide C, Alt. Splice 2","HG1322-HT5143_s_at"
"2467","5710","GB DEF = Sickle cell beta-globin mRNA","M25079_s_at"
"2468","5711","Globin, Beta","HG1428-HT1428_s_at"
"2469","5713","Transcription Factor Oct-1a/1b, Alt. Splice 2, Oct-1b","HG1471-HT3923_s_at"
"2470","5714","Adrenal-Specific Protein Pg2","HG1496-HT1496_s_at"
"2471","5715","RPS3 Ribosomal protein S3","X57351_at"
"2472","5716","RPS3 Ribosomal protein S3","X57351_s_at"
"2473","5717","Heterogeneous Nuclear Ribonucleoprotein I, Alt. Splice 2, Ptb-1","HG1595-HT4788_s_at"
"2474","5721","Chorionic Somatomammotropin Hormone Cs-5","HG1751-HT1768_at"
"2475","5723","Interferon-gamma receptor alpha chain gene","U19247_rna1_s_at"
"2476","5725","Prolactin-Induced Protein","HG1763-HT1780_s_at"
"2477","5726","CHGA Chromogranin A","J03915_s_at"
"2478","5729","37 kD laminin receptor precursor/p40 ribosome associated protein gene","U43901_rna1_s_at"
"2479","5731","Cytochrome P450, Subfamily Iic, Alt. Splice Form 2","HG1827-HT1856_s_at"
"2480","5732","PFKM Phosphofructokinase, muscle","U24183_s_at"
"2481","5735","PRG2 Proteoglycan 2, bone marrow (natural killer cell activator, eosinophil granule major basic protein)","Z26248_s_at"
"2482","5741","Nuclear Mitotic Apparatus Protein 1, Alt. Splice Form 2","HG2238-HT2321_s_at"
"2483","5742","Monocyte Chemotactic Protein 1","HG4069-HT4339_s_at"
"2484","5743","Tubulin, Alpha 1, Isoform 44","HG2259-HT2348_s_at"
"2485","5748","PPP3CA Protein phosphatase 3 (formerly 2B), catalytic subunit, alpha isoform (calcineurin A alpha){alternative products}","L14778_s_at"
"2486","5760","Helix-Loop-Helix Protein Sef2-1d","HG2479-HT2575_s_at"
"2487","5761","DM kinase gene (myotonic dystrophy kinase) extracted from Human myotonic dystrophy kinase (DM kinase) gene","L08835_rna2_s_at"
"2488","5765","KIT V-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog","X06182_s_at"
"2489","5772","C-myb gene extracted from Human (c-myb) gene, complete primary cds, and five complete alternatively spliced cds","U22376_cds2_s_at"
"2490","5775","Single-Stranded Dna-Binding Protein Mssp-1","HG2639-HT2735_s_at"
"2491","5779","Serine/Threonine Kinase (Gb:Z25427)","HG2705-HT2801_s_at"
"2492","5786","Gamma-Glutamyltransferase 1 (Gb:J04131)","HG274-HT274_s_at"
"2493","5790","Clathrin, Light Polypeptide B, Alt. Splice 2","HG2797-HT2906_s_at"
"2494","5794","LMNA Lamin A","M13452_s_at"
"2495","5795","Lung Surfactant Protein D","HG2809-HT2920_s_at"
"2496","5796","SNRP70 U1 snRNP 70K protein","X04654_s_at"
"2497","5797","Myosin, Light Chain, Alkali, Smooth Muscle (Gb:U02629), Non-Muscle, Alt. Splice 2","HG2815-HT2931_at"
"2498","5798","Myosin, Light Chain, Alkali, Smooth Muscle (Gb:U02629), Non-Muscle, Alt. Splice 2","HG2815-HT2931_s_at"
"2499","5808","Epican, Alt. Splice 11","HG2981-HT3127_s_at"
"2500","5810","Epican, Alt. Splice 1","HG2981-HT3125_s_at"
"2501","5812","Elastin, Alt. Splice 2","HG2994-HT4850_s_at"
"2502","5814","Elastin gene, partial cds and partial 3'UTR","U77846_rna1_at"
"2503","5815","Elastin gene, partial cds and partial 3'UTR","U77846_rna1_s_at"
"2504","5817","DNM1 Dynamin 1","L07807_s_at"
"2505","5821","Heterogeneous Nuclear Ribonucleoprotein K, Alt. Splice 1","HG3076-HT3238_s_at"
"2506","5823","PR264 gene","X75755_rna1_s_at"
"2507","5825","Plasma Membrane Calcium Pump Hpmca2a","HG3107-HT3283_s_at"
"2508","5827","Major Histocompatibility Complex, Class Iii, Rp1, Alt. Splice 1","HG3148-HT3324_s_at"
"2509","5829","Unknown protein gene extracted from Human ribosomal protein S24 mRNA","M31520_rna1_at"
"2510","5833","MANB Mannosidase alpha-B (lysosomal)","U05572_s_at"
"2511","5836","Id1","HG3342-HT3519_s_at"
"2512","5838","Dnaj Homolog (Gb:X63368), Alt. Splice Form 2","HG3395-HT3573_s_at"
"2513","5841","Gtp Cyclohydrolase I, Alt. Splice 1","HG3417-HT3600_s_at"
"2514","5845","Myelin Proteolipid Protein, Alt. Splice 2","HG3437-HT3628_s_at"
"2515","5846","Protein Kinase (Gb:M59287)","HG3484-HT3678_s_at"
"2516","5847","Proto-Oncogene C-Myc, Alt. Splice 3, Orf 114","HG3523-HT4899_s_at"
"2517","5848","MYC V-myc avian myelocytomatosis viral oncogene homolog","M13929_s_at"
"2518","5849","IGF2 Insulin-like growth factor 2 (somatomedin A)","J03242_s_at"
"2519","5852","Amyloid Beta (A4) Precursor Protein, Alt. Splice 2, A4(751)","HG3638-HT3849_s_at"
"2520","5858","Mucin 1, Epithelial, Alt. Splice 9","HG371-HT26388_s_at"
"2521","5859","Insulin-Like Leydig Hormone","HG3725-HT3981_s_at"
"2522","5860","Tyrosine Kinase Syk","HG3730-HT4000_s_at"
"2523","5861","P72syk {G insertion nucleotide 92} [human, Jurkat E6-1 J.CaM1 cells, mRNA Partial Mutant, 1909 nt]","S80267_s_at"
"2524","5864","Homeotic Protein A1, Class I, Alt. Splice 1","HG3920-HT4521_s_at"
"2525","5866","Surfacant Protein Sp-A2 Delta","HG3925-HT4195_s_at"
"2526","5870","GNAS1 Guanine nucleotide binding protein (G protein), alpha stimulating activity polypeptide 1","X77588_s_at"
"2527","5871","Dystrophin-Associated Glycoprotein, 50 Kda, Alt. Splice 2","HG4011-HT4804_s_at"
"2528","5873","GB DEF = Endogenous retrovirus type C oncovirus sequence","M74509_s_at"
"2529","5879","Olfactory Receptor Or17-201","HG4113-HT4383_s_at"
"2530","5882","Cathepsin B","HG417-HT417_s_at"
"2531","5884","Urokinase-type plasminogen activator receptor gene extracted from Human urokinase-type plasminogen receptor","U09937_rna1_s_at"
"2532","5885","GLUD1 Glutamate dehydrogenase","M20867_s_at"
"2533","5886","Guanine Nucleotide-Binding Protein Rab5c-Like Protein","HG4264-HT4534_s_at"
"2534","5887","Lim-Domain Transcription Factor Lim-1","HG4318-HT4588_s_at"
"2535","5888","Glycogenin","HG4334-HT4604_s_at"
"2536","5890","Dematin","HG4535-HT4940_s_at"
"2537","5892","Transcription Factor Mef2, Alt. Splice 2","HG4668-HT5083_s_at"
"2538","5895","Spinal Muscular Atrophy 4","HG4755-HT5203_s_at"
"2539","5896","Oncogene Mll-Af4, Fusion Activated","HG4757-HT5207_s_at"
"2540","5897","PML Probable transcription factor PML {alternative products}","M79463_s_at"
"2541","5899","Rhesus (Rh) Blood Group System Ce-Antigen, Alt. Splice 2, Rhvi","HG627-HT5097_s_at"
"2542","5900","Rhesus (Rh) Blood Group System Ce-Antigenl, Alt. Splice 3, Rhviii","HG627-HT5098_s_at"
"2543","5904","Adducin, Alpha Subunit, Alt. Splice 3","HG651-HT5209_s_at"
"2544","5907","Placental Protein 14, Endometrial Alpha 2 Globulin, Alt. Splice 3","HG721-HT4828_s_at"
"2545","5912","Mucin 6, Gastric (Gb:L07517)","HG880-HT880_at"
"2546","5915","CD70 CD70 antigen (CD27 ligand)","L08096_s_at"
"2547","5917","GB DEF = Dopamine D4 receptor {exon 1} [human, brain tumor tissue, mRNA Partial Mutant, 386 nt]","S76942_s_at"
"2548","5921","Pre-T/Nk-Cell-Associated Protein 1f6","HG982-HT982_s_at"
"2549","5922","Sulfotransferase, Phenol-Preferring","HG998-HT998_s_at"
"2550","5924","SIGNAL TRANSDUCER AND ACTIVATOR OF TRANSCRIPTION 1-ALPHA/BETA","M97935_s_at"
"2551","5930","IG EPSILON CHAIN C REGION","L00022_s_at"
"2552","5931","Ig alpha 2=immunoglobulin A heavy chain allotype 2 {constant region, germ line} [human, peripheral blood neutrophils, Genomic, 1799 nt]","S71043_rna1_s_at"
"2553","5932","(hybridoma H210) anti-hepatitis A IgG variable region, constant region, complementarity-determining regions mRNA","M87789_s_at"
"2554","5933","INS Insulin","J00268_s_at"
"2555","5934","Metallothionein isoform 2","V00594_at"
"2556","5935","Metallothionein isoform 2","V00594_s_at"
"2557","5939","Non-histone chromosomal protein HMG-14 mRNA","J02621_s_at"
"2558","5940","ANT2 Adenine nucleotide translocator 2 (fibroblast)","J02683_s_at"
"2559","5942","P4HB Procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), beta polypeptide (protein disulfide isomerase; thyroid hormone binding protein p55)","X05130_s_at"
"2560","5950","GYPE Glycophorin E","M29610_s_at"
"2561","5952","GLYCOPHORIN B PRECURSOR","U05255_s_at"
"2562","5954","CA2 Carbonic anhydrase II","Y00339_s_at"
"2563","5955","Protein kinase C substrate 80K-H gene (PRKCSH)","U50327_s_at"
"2564","5956","PSAP Sulfated glycoprotein 1","J03077_s_at"
"2565","5959","TOP1 DNA topoisomerase I","U07806_s_at"
"2566","5960","LAMP1 Lysosome-associated membrane protein 1","J03263_s_at"
"2567","5965","IGF2R Insulin-like growth factor 2 receptor","Y00285_s_at"
"2568","5966","CR2 Complement component (3d/Epstein Barr virus) receptor 2","M26004_s_at"
"2569","5970","PAI2 Plasminogen activator inhibitor, type II (arginine-serpin)","M31551_s_at"
"2570","5972","GB DEF = Activin beta-A subunit (exon 2)","X57579_s_at"
"2571","5973","Annexin V (ANX5) gene, 5'-untranslated region","U01691_s_at"
"2572","5976","LYZ Lysozyme","M21119_s_at"
"2573","5979","Phosphatase 2A mRNA, partial cds","J03805_s_at"
"2574","5980","GSTM4 Glutathione S-transferase M4","M96233_s_at"
"2575","5982","INTERPHOTORECEPTOR RETINOID-BINDING PROTEIN PRECURSOR","J05253_s_at"
"2576","5984","Keratin 10 type I intermediate filament (KRT10) mRNA","J04029_s_at"
"2577","5985","CALMODULIN","J04046_s_at"
"2578","5986","SCYA4 Small inducible cytokine A4 (homologous to mouse Mip-1b)","M69203_s_at"
"2579","5987","SCYA4 Small inducible cytokine A4 (homologous to mouse Mip-1b)","J04130_s_at"
"2580","5989","Leukosialin (CD43) gene","M61827_rna1_s_at"
"2581","5990","SSB Sjogren syndrome antigen B (autoantigen La)","X14684_s_at"
"2582","5991","ACP5 Acid phosphatase 5, tartrate resistant","J04430_s_at"
"2583","5992","PGC Gastricsin (pepsinogen C)","U75272_s_at"
"2584","5995","SmB protein gene extracted from Human gene for small nuclear ribonucleoproteins SmB and SmB'","X52979_rna1_s_at"
"2585","5996","GFAP Glial fibrillary acidic protein","S40719_s_at"
"2586","5998","GB DEF = mRNA fragment for elongation factor TU (N-terminus)","X03689_s_at"
"2587","6000","(clone pA3) protein disulfide isomerase related protein (ERp72) mRNA","J05016_rna1_s_at"
"2588","6001","CTSE Cathepsin E","J05036_s_at"
"2589","6005","TIMP2 Tissue inhibitor of metalloproteinase 2","M32304_s_at"
"2590","6007","MHC cell surface glycoprotein (HLA-DQA) mRNA, 3'end","M34996_s_at"
"2591","6008","HLA-DQA1 MHC class II DQ alpha","K01160_s_at"
"2592","6012","GB DEF = T-cell receptor active alpha-chain mRNA from Jurkat cell line","K02777_s_at"
"2593","6021","FNTA Farnesyltransferase, CAAX box, alpha","L00634_s_at"
"2594","6023","RD Radin blood group","L03411_s_at"
"2595","6025","ZNF148 Zinc finger protein 148 (pHZ-52)","U09851_s_at"
"2596","6027","IRF1 Interferon regulatory factor 1","L05072_s_at"
"2597","6030","HISTATIN 3 PRECURSOR","M26665_s_at"
"2598","6031","DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 1","L05624_s_at"
"2599","6040","MEF2C MADS box transcription enhancer factor 2, polypeptide C (myocyte enhancer factor 2C)","S57212_s_at"
"2600","6041","APLP2 Amyloid beta (A4) precursor-like protein 2","L09209_s_at"
"2601","6044","EEF1A2 Eukaryotic translation elongation factor 1 alpha 2","X70940_s_at"
"2602","6049","LTB Lymphotoxin-beta","U89922_s_at"
"2603","6058","TKT Transketolase (Wernicke-Korsakoff syndrome)","L12711_s_at"
"2604","6061","Beta adaptin protein mRNA","L13939_s_at"
"2605","6067","PRHX Proline-rich homeodomain-containing transcription factor (symbol provisional)","X67235_s_at"
"2606","6071","GB DEF = NF-kappa-B p65delta3 mRNA, spliced transcript lacking exons 6 and 7, partial cds","U33838_s_at"
"2607","6072","Of p65 gene encoding p65 subunit of transcription factor NF-kappaB","Z22951_rna1_s_at"
"2608","6075","FRAGILE X MENTAL RETARDATION 1 PROTEIN","L19493_s_at"
"2609","6076","GB DEF = Interleukin-8 receptor type B (IL8RB) mRNA, splice variant IL8RB4, partial cds","U11875_s_at"
"2610","6077","HOMEOBOX/POU DOMAIN PROTEIN RDC-1","X64624_s_at"
"2611","6079","Cell division control related protein (hCDCrel-1) mRNA","U59632_s_at"
"2612","6087","GB DEF = Corticotropin releasing factor receptor mRNA","L23333_s_at"
"2613","6088","GB DEF = B-lymphocyte cell-surface antigen B1 (CD20)","M27394_s_at"
"2614","6089","DDIT1 DNA-damage-inducible transcript 1","M60974_s_at"
"2615","6090","DCI Dodecenoyl-Coenzyme A delta isomerase (3,2 trans-enoyl-Coenzyme A isomerase)","L24774_s_at"
"2616","6094","LBR Lamin B receptor","L25931_s_at"
"2617","6096","Neuron-specific RNA recognition motifs (RRMs)-containing protein [human, hippocampus, mRNA, 1992 nt]","S69265_s_at"
"2618","6103","GRB2 Growth factor receptor-bound protein 2","M96995_s_at"
"2619","6104","GB DEF = GPSAT=glycophorin SAT [human, peripheral bloods, mRNA Partial, 407 nt]","S77893_s_at"
"2620","6105","PROBABLE G PROTEIN-COUPLED RECEPTOR GPR3","L32831_s_at"
"2621","6106","GB DEF = 4-aminobutyrate aminotransferase [human, neuroblastoma BE cells, mRNA Partial, 1352 nt]","S75578_s_at"
"2622","6107","GB DEF = Gamma-aminobutyric acid transaminase mRNA, partial cds","U80226_s_at"
"2623","6110","ATP6B2 ATPase, H+ transporting, lysosomal (vacuolar proton pump), beta polypeptide, 56/58kD, isoform 2","L35249_s_at"
"2624","6112","Phosphodiesterase I alpha","L46720_s_at"
"2625","6114","VIP2 receptor","X95097_rna1_s_at"
"2626","6119","GB DEF = (clone hEHK1-L) EHK1 receptor tyrosine kinase ligand (EFL-2) mRNA","L37360_s_at"
"2627","6120","Lamin B gene extracted from Human lamin B mRNA","M34458_rna1_s_at"
"2628","6122","ARF4L ADP-ribosylation factor 4-like","L38490_s_at"
"2629","6124","DDB1 Damage-specific DNA binding protein 1 (127 kD)","U32986_s_at"
"2630","6126","DP2 (Humdp2) mRNA","L40386_s_at"
"2631","6127","(clone S31i125) mRNA, 3' end of cds","U61734_s_at"
"2632","6128","STAT5A Signal transducer and activator of transcription 5A","U43185_s_at"
"2633","6129","GCNT1 Glucosaminyl (N-acetyl) transferase 1, core 2 (beta-1,6-N-acetylglucosaminyltransferase)","M97347_s_at"
"2634","6131","PP2A B56-beta mRNA","L42374_s_at"
"2635","6132","(clone EST02946) mRNA","L43575_s_at"
"2636","6134","GB DEF = Clone 110298 map Xq28, mRNA sequence","L43579_s_at"
"2637","6135","DNL1L gene extracted from Homo sapiens chromosome X region from filamin (FLN) gene to glucose-6-phosphate dehydrogenase (G6PD) gene's","L44140_cds4_s_at"
"2638","6140","GB DEF = (cell line HL-60) alpha topoisomerase truncated-form mRNA, 3'UTR","L47276_s_at"
"2639","6141","ZFM1 protein alternatively spliced product","Y08765_s_at"
"2640","6142","GB DEF = Splicing factor, SF1-Bo isoform","Y08766_s_at"
"2641","6158","Mutant coseg gene for vasopressin-neurophysin precursor","X62891_s_at"
"2642","6161","EEF1G Translation elongation factor 1 gamma","X05855_s_at"
"2643","6162","GB DEF = DNA for cellular retinol binding protein (CRBP) exons 3 and 4","X07438_s_at"
"2644","6164","OIAS (2'-5') oligoadenylate synthetase","X02875_s_at"
"2645","6167","TCRA T cell receptor alpha-chain","M12959_s_at"
"2646","6168","PROBABLE PROTEIN DISULFIDE ISOMERASE ER-60 PRECURSOR","M13560_s_at"
"2647","6169","C1NH Complement component 1 inhibitor (angioedema, hereditary)","M13690_s_at"
"2648","6171","PKS PROTO-ONCOGENE SERINE/THREONINE-PROTEIN KINASE","M13829_s_at"
"2649","6172","ROS1 Transmembrane tyrosine-specific protein kinase ROS1","M34353_s_at"
"2650","6176","BCL2 B-cell CLL/lymphoma 2","M13994_s_at"
"2651","6177","GB DEF = Uroporphyrinogen decarboxylase (URO-D) gene, partial cds","M60891_s_at"
"2652","6179","ENO1 Enolase 1, (alpha)","M14328_s_at"
"2653","6180","CD2 CD2 antigen (p50), sheep red blood cell receptor","M16336_s_at"
"2654","6182","IL6 Interleukin 6 (B cell stimulatory factor 2)","X04602_s_at"
"2655","6183","IL6 Interleukin 6 (B cell stimulatory factor 2)","Y00081_s_at"
"2656","6185","SELL Leukocyte adhesion protein beta subunit","X64072_s_at"
"2657","6190","Transducin beta-2 subunit mRNA","M36429_s_at"
"2658","6191","HCK Hemopoietic cell kinase","M16591_s_at"
"2659","6192","ELA1 Elastase 1, pancreatic (elastase IIA)","M16652_at"
"2660","6195","Histone H4 gene, clone FO108","M16707_rna1_s_at"
"2661","6196","PIM1 Pim-1 oncogene","M16750_s_at"
"2662","6197","Homeo box c8 protein, mRNA","M16938_s_at"
"2663","6200","Interleukin 8 (IL8) gene","M28130_rna1_s_at"
"2664","6201","INTERLEUKIN-8 PRECURSOR","Y00787_s_at"
"2665","6202","HLA CLASS II HISTOCOMPATIBILITY ANTIGEN, DQ(2) ALPHA CHAIN PRECURSOR","M17236_at"
"2666","6205","TRANSFORMING PROTEIN ERG","M17254_s_at"
"2667","6206","TH Tyrosine hydroxylase","Y00414_s_at"
"2668","6207","PRKACB gene (protein kinase C-beta-2) extracted from Human protein kinase C beta 1 and 2 genes, next to last","M18255_cds2_s_at"
"2669","6215","MPO from  Human myeloperoxidase gene, exons 1-4./ntype=DNA /annot=exon","M19508_xpt3_s_at"
"2670","6218","ELA2 Elastatse 2, neutrophil","M27783_s_at"
"2671","6219","GB DEF = Neutrophil elastase gene, exon 5","M20203_s_at"
"2672","6224","GB DEF = Cystic fibrosis antigen mRNA","M26311_s_at"
"2673","6225","CD19 gene","M84371_rna1_s_at"
"2674","6228","GB DEF = Lymphocyte-specific protein tyrosine kinase (LCK) gene, exon 1, and downstream promoter region","M26692_s_at"
"2675","6233","GB DEF = Mitochondrial ubiquinone-binding protein (QP) gene, exon 4","M26730_s_at"
"2676","6234","UQCRB Ubiquinol-cytochrome c reductase binding protein","M22348_s_at"
"2677","6236","T-CELL SURFACE GLYCOPROTEIN CD3 EPSILON CHAIN PRECURSOR","M23323_s_at"
"2678","6237","JUP Junction plakoglobin","Z68228_s_at"
"2679","6239","DNA-BINDING PROTEIN A","X95325_s_at"
"2680","6242","SAT Spermidine/spermine N1-acetyltransferase","M24485_s_at"
"2681","6247","PIM1 Pim-1 oncogene","M54915_s_at"
"2682","6250","Na,K-ATPase beta-1 subunit mRNA","U16799_s_at"
"2683","6251","BRAIN NATRIURETIC PEPTIDE PRECURSOR","M31776_s_at"
"2684","6253","HLA-DQA1 MHC class II DQ alpha","M26041_s_at"
"2685","6254","SCAD gene, exon 1 and joining features","Z80345_rna1_s_at"
